1, 1, 04:50:55, 19:23:36, 52361
1, 2, 04:51:43, 19:23:45, 52322
1, 3, 04:52:32, 19:23:51, 52279
1, 4, 04:53:22, 19:23:56, 52234
1, 5, 04:54:14, 19:23:59, 52185
1, 6, 04:55:06, 19:23:59, 52133
1, 7, 04:56:00, 19:23:58, 52078
1, 8, 04:56:54, 19:23:55, 52021
1, 9, 04:57:50, 19:23:49, 51959
1, 10, 04:58:47, 19:23:42, 51895
1, 11, 04:59:44, 19:23:32, 51828
1, 12, 05:00:42, 19:23:21, 51759
1, 13, 05:01:41, 19:23:07, 51686
1, 14, 05:02:41, 19:22:52, 51611
1, 15, 05:03:41, 19:22:34, 51533
1, 16, 05:04:42, 19:22:15, 51453
1, 17, 05:05:44, 19:21:54, 51370
1, 18, 05:06:46, 19:21:30, 51284
1, 19, 05:07:48, 19:21:05, 51197
1, 20, 05:08:51, 19:20:38, 51107
1, 21, 05:09:54, 19:20:09, 51015
1, 22, 05:10:58, 19:19:38, 50920
1, 23, 05:12:02, 19:19:06, 50824
1, 24, 05:13:06, 19:18:31, 50725
1, 25, 05:14:10, 19:17:55, 50625
1, 26, 05:15:15, 19:17:17, 50522
1, 27, 05:16:19, 19:16:37, 50418
1, 28, 05:17:24, 19:15:55, 50311
1, 29, 05:18:28, 19:15:12, 50204
1, 30, 05:19:33, 19:14:27, 50094
1, 31, 05:20:38, 19:13:41, 49983
2, 1, 05:21:42, 19:12:52, 49870
2, 2, 05:22:47, 19:12:03, 49756
2, 3, 05:23:51, 19:11:12, 49641
2, 4, 05:24:55, 19:10:19, 49524
2, 5, 05:25:59, 19:09:24, 49405
2, 6, 05:27:03, 19:08:29, 49286
2, 7, 05:28:06, 19:07:32, 49166
2, 8, 05:29:10, 19:06:33, 49043
2, 9, 05:30:13, 19:05:33, 48920
2, 10, 05:31:15, 19:04:32, 48797
2, 11, 05:32:18, 19:03:30, 48672
2, 12, 05:33:20, 19:02:26, 48546
2, 13, 05:34:22, 19:01:21, 48419
2, 14, 05:35:23, 19:00:15, 48292
2, 15, 05:36:24, 18:59:07, 48163
2, 16, 05:37:25, 18:57:59, 48034
2, 17, 05:38:25, 18:56:50, 47905
2, 18, 05:39:25, 18:55:39, 47774
2, 19, 05:40:25, 18:54:27, 47642
2, 20, 05:41:24, 18:53:15, 47511
2, 21, 05:42:23, 18:52:01, 47378
2, 22, 05:43:21, 18:50:47, 47246
2, 23, 05:44:19, 18:49:32, 47113
2, 24, 05:45:17, 18:48:16, 46979
2, 25, 05:46:14, 18:46:59, 46845
2, 26, 05:47:11, 18:45:41, 46710
2, 27, 05:48:08, 18:44:22, 46574
2, 28, 05:49:04, 18:43:03, 46439
3, 1, 05:49:59, 18:41:43, 46304
3, 2, 05:50:55, 18:40:23, 46168
3, 3, 05:51:50, 18:39:02, 46032
3, 4, 05:52:44, 18:37:40, 45896
3, 5, 05:53:39, 18:36:17, 45758
3, 6, 05:54:33, 18:34:55, 45622
3, 7, 05:55:26, 18:33:31, 45485
3, 8, 05:56:20, 18:32:08, 45348
3, 9, 05:57:13, 18:30:43, 45210
3, 10, 05:58:05, 18:29:19, 45074
3, 11, 05:58:58, 18:27:54, 44936
3, 12, 05:59:50, 18:26:29, 44799
3, 13, 06:00:42, 18:25:03, 44661
3, 14, 06:01:33, 18:23:37, 44524
3, 15, 06:02:25, 18:22:11, 44386
3, 16, 06:03:16, 18:20:45, 44249
3, 17, 06:04:07, 18:19:19, 44112
3, 18, 06:04:57, 18:17:52, 43975
3, 19, 06:05:48, 18:16:25, 43837
3, 20, 06:06:38, 18:14:59, 43701
3, 21, 06:07:28, 18:13:32, 43564
3, 22, 06:08:18, 18:12:05, 43427
3, 23, 06:09:08, 18:10:38, 43290
3, 24, 06:09:58, 18:09:11, 43153
3, 25, 06:10:47, 18:07:45, 43018
3, 26, 06:11:36, 18:06:18, 42882
3, 27, 06:12:26, 18:04:51, 42745
3, 28, 06:13:15, 18:03:25, 42610
3, 29, 06:14:04, 18:01:59, 42475
3, 30, 06:14:53, 18:00:33, 42340
3, 31, 06:15:42, 17:59:07, 42205
4, 1, 06:16:31, 17:57:41, 42070
4, 2, 06:17:20, 17:56:16, 41936
4, 3, 06:18:09, 17:54:51, 41802
4, 4, 06:18:58, 17:53:27, 41669
4, 5, 06:19:46, 17:52:03, 41537
4, 6, 06:20:35, 17:50:39, 41404
4, 7, 06:21:24, 17:49:16, 41272
4, 8, 06:22:13, 17:47:53, 41140
4, 9, 06:23:02, 17:46:30, 41008
4, 10, 06:23:50, 17:45:09, 40879
4, 11, 06:24:39, 17:43:47, 40748
4, 12, 06:25:28, 17:42:27, 40619
4, 13, 06:26:17, 17:41:07, 40490
4, 14, 06:27:06, 17:39:47, 40361
4, 15, 06:27:55, 17:38:28, 40233
4, 16, 06:28:44, 17:37:10, 40106
4, 17, 06:29:33, 17:35:53, 39980
4, 18, 06:30:23, 17:34:36, 39853
4, 19, 06:31:12, 17:33:20, 39728
4, 20, 06:32:01, 17:32:05, 39604
4, 21, 06:32:50, 17:30:51, 39481
4, 22, 06:33:40, 17:29:38, 39358
4, 23, 06:34:29, 17:28:25, 39236
4, 24, 06:35:19, 17:27:14, 39115
4, 25, 06:36:08, 17:26:03, 38995
4, 26, 06:36:58, 17:24:54, 38876
4, 27, 06:37:47, 17:23:45, 38758
4, 28, 06:38:37, 17:22:38, 38641
4, 29, 06:39:26, 17:21:31, 38525
4, 30, 06:40:16, 17:20:26, 38410
5, 1, 06:41:06, 17:19:22, 38296
5, 2, 06:41:55, 17:18:18, 38183
5, 3, 06:42:45, 17:17:16, 38071
5, 4, 06:43:34, 17:16:16, 37962
5, 5, 06:44:23, 17:15:16, 37853
5, 6, 06:45:13, 17:14:18, 37745
5, 7, 06:46:02, 17:13:21, 37639
5, 8, 06:46:51, 17:12:25, 37534
5, 9, 06:47:40, 17:11:31, 37431
5, 10, 06:48:29, 17:10:38, 37329
5, 11, 06:49:18, 17:09:46, 37228
5, 12, 06:50:06, 17:08:56, 37130
5, 13, 06:50:54, 17:08:07, 37033
5, 14, 06:51:42, 17:07:19, 36937
5, 15, 06:52:30, 17:06:33, 36843
5, 16, 06:53:17, 17:05:49, 36752
5, 17, 06:54:04, 17:05:06, 36662
5, 18, 06:54:51, 17:04:24, 36573
5, 19, 06:55:37, 17:03:44, 36487
5, 20, 06:56:23, 17:03:06, 36403
5, 21, 06:57:09, 17:02:29, 36320
5, 22, 06:57:54, 17:01:54, 36240
5, 23, 06:58:38, 17:01:20, 36162
5, 24, 06:59:22, 17:00:48, 36086
5, 25, 07:00:06, 17:00:17, 36011
5, 26, 07:00:48, 16:59:48, 35940
5, 27, 07:01:31, 16:59:21, 35870
5, 28, 07:02:12, 16:58:56, 35804
5, 29, 07:02:53, 16:58:32, 35739
5, 30, 07:03:33, 16:58:10, 35677
5, 31, 07:04:12, 16:57:49, 35617
6, 1, 07:04:50, 16:57:30, 35560
6, 2, 07:05:28, 16:57:13, 35505
6, 3, 07:06:05, 16:56:58, 35453
6, 4, 07:06:40, 16:56:44, 35404
6, 5, 07:07:15, 16:56:32, 35357
6, 6, 07:07:49, 16:56:21, 35312
6, 7, 07:08:21, 16:56:13, 35272
6, 8, 07:08:53, 16:56:06, 35233
6, 9, 07:09:24, 16:56:00, 35196
6, 10, 07:09:53, 16:55:56, 35163
6, 11, 07:10:21, 16:55:54, 35133
6, 12, 07:10:48, 16:55:54, 35106
6, 13, 07:11:14, 16:55:55, 35081
6, 14, 07:11:38, 16:55:57, 35059
6, 15, 07:12:01, 16:56:02, 35041
6, 16, 07:12:23, 16:56:08, 35025
6, 17, 07:12:43, 16:56:15, 35012
6, 18, 07:13:02, 16:56:24, 35002
6, 19, 07:13:20, 16:56:34, 34994
6, 20, 07:13:36, 16:56:46, 34990
6, 21, 07:13:51, 16:57:00, 34989
6, 22, 07:14:04, 16:57:15, 34991
6, 23, 07:14:15, 16:57:31, 34996
6, 24, 07:14:25, 16:57:49, 35004
6, 25, 07:14:34, 16:58:08, 35014
6, 26, 07:14:41, 16:58:28, 35027
6, 27, 07:14:46, 16:58:50, 35044
6, 28, 07:14:49, 16:59:13, 35064
6, 29, 07:14:51, 16:59:37, 35086
6, 30, 07:14:52, 17:00:02, 35110
7, 1, 07:14:50, 17:00:29, 35139
7, 2, 07:14:47, 17:00:57, 35170
7, 3, 07:14:42, 17:01:25, 35203
7, 4, 07:14:36, 17:01:55, 35239
7, 5, 07:14:28, 17:02:26, 35278
7, 6, 07:14:18, 17:02:58, 35320
7, 7, 07:14:06, 17:03:31, 35365
7, 8, 07:13:53, 17:04:05, 35412
7, 9, 07:13:38, 17:04:39, 35461
7, 10, 07:13:21, 17:05:15, 35514
7, 11, 07:13:03, 17:05:51, 35568
7, 12, 07:12:42, 17:06:28, 35626
7, 13, 07:12:20, 17:07:06, 35686
7, 14, 07:11:57, 17:07:45, 35748
7, 15, 07:11:31, 17:08:24, 35813
7, 16, 07:11:04, 17:09:04, 35880
7, 17, 07:10:36, 17:09:44, 35948
7, 18, 07:10:05, 17:10:25, 36020
7, 19, 07:09:33, 17:11:07, 36094
7, 20, 07:09:00, 17:11:49, 36169
7, 21, 07:08:24, 17:12:32, 36248
7, 22, 07:07:47, 17:13:15, 36328
7, 23, 07:07:09, 17:13:58, 36409
7, 24, 07:06:29, 17:14:42, 36493
7, 25, 07:05:47, 17:15:26, 36579
7, 26, 07:05:04, 17:16:10, 36666
7, 27, 07:04:19, 17:16:55, 36756
7, 28, 07:03:33, 17:17:40, 36847
7, 29, 07:02:45, 17:18:25, 36940
7, 30, 07:01:56, 17:19:10, 37034
7, 31, 07:01:05, 17:19:56, 37131
8, 1, 07:00:13, 17:20:41, 37228
8, 2, 06:59:20, 17:21:27, 37327
8, 3, 06:58:25, 17:22:13, 37428
8, 4, 06:57:28, 17:22:59, 37531
8, 5, 06:56:31, 17:23:45, 37634
8, 6, 06:55:32, 17:24:31, 37739
8, 7, 06:54:32, 17:25:18, 37846
8, 8, 06:53:30, 17:26:04, 37954
8, 9, 06:52:28, 17:26:50, 38062
8, 10, 06:51:24, 17:27:36, 38172
8, 11, 06:50:19, 17:28:23, 38284
8, 12, 06:49:13, 17:29:09, 38396
8, 13, 06:48:06, 17:29:55, 38509
8, 14, 06:46:57, 17:30:41, 38624
8, 15, 06:45:48, 17:31:27, 38739
8, 16, 06:44:37, 17:32:14, 38857
8, 17, 06:43:26, 17:32:59, 38973
8, 18, 06:42:13, 17:33:45, 39092
8, 19, 06:41:00, 17:34:31, 39211
8, 20, 06:39:46, 17:35:17, 39331
8, 21, 06:38:30, 17:36:03, 39453
8, 22, 06:37:14, 17:36:48, 39574
8, 23, 06:35:57, 17:37:34, 39697
8, 24, 06:34:40, 17:38:19, 39819
8, 25, 06:33:21, 17:39:05, 39944
8, 26, 06:32:02, 17:39:50, 40068
8, 27, 06:30:42, 17:40:35, 40193
8, 28, 06:29:21, 17:41:20, 40319
8, 29, 06:28:00, 17:42:05, 40445
8, 30, 06:26:37, 17:42:50, 40573
8, 31, 06:25:15, 17:43:35, 40700
9, 1, 06:23:52, 17:44:20, 40828
9, 2, 06:22:28, 17:45:05, 40957
9, 3, 06:21:03, 17:45:50, 41087
9, 4, 06:19:39, 17:46:34, 41215
9, 5, 06:18:13, 17:47:19, 41346
9, 6, 06:16:48, 17:48:04, 41476
9, 7, 06:15:21, 17:48:48, 41607
9, 8, 06:13:55, 17:49:33, 41738
9, 9, 06:12:28, 17:50:18, 41870
9, 10, 06:11:01, 17:51:02, 42001
9, 11, 06:09:33, 17:51:47, 42134
9, 12, 06:08:05, 17:52:32, 42267
9, 13, 06:06:37, 17:53:17, 42400
9, 14, 06:05:09, 17:54:01, 42532
9, 15, 06:03:40, 17:54:46, 42666
9, 16, 06:02:12, 17:55:31, 42799
9, 17, 06:00:43, 17:56:16, 42933
9, 18, 05:59:14, 17:57:02, 43068
9, 19, 05:57:45, 17:57:47, 43202
9, 20, 05:56:16, 17:58:32, 43336
9, 21, 05:54:47, 17:59:18, 43471
9, 22, 05:53:18, 18:00:03, 43605
9, 23, 05:51:49, 18:00:49, 43740
9, 24, 05:50:20, 18:01:35, 43875
9, 25, 05:48:51, 18:02:21, 44010
9, 26, 05:47:22, 18:03:08, 44146
9, 27, 05:45:53, 18:03:55, 44282
9, 28, 05:44:25, 18:04:41, 44416
9, 29, 05:42:57, 18:05:28, 44551
9, 30, 05:41:29, 18:06:16, 44687
10, 1, 05:40:01, 18:07:03, 44822
10, 2, 05:38:33, 18:07:51, 44958
10, 3, 05:37:06, 18:08:39, 45093
10, 4, 05:35:40, 18:09:28, 45228
10, 5, 05:34:13, 18:10:17, 45364
10, 6, 05:32:47, 18:11:06, 45499
10, 7, 05:31:22, 18:11:55, 45633
10, 8, 05:29:57, 18:12:45, 45768
10, 9, 05:28:32, 18:13:35, 45903
10, 10, 05:27:08, 18:14:25, 46037
10, 11, 05:25:45, 18:15:16, 46171
10, 12, 05:24:22, 18:16:07, 46305
10, 13, 05:23:00, 18:16:59, 46439
10, 14, 05:21:38, 18:17:51, 46573
10, 15, 05:20:18, 18:18:43, 46705
10, 16, 05:18:58, 18:19:36, 46838
10, 17, 05:17:38, 18:20:29, 46971
10, 18, 05:16:20, 18:21:23, 47103
10, 19, 05:15:02, 18:22:17, 47235
10, 20, 05:13:46, 18:23:11, 47365
10, 21, 05:12:30, 18:24:06, 47496
10, 22, 05:11:15, 18:25:01, 47626
10, 23, 05:10:01, 18:25:57, 47756
10, 24, 05:08:48, 18:26:53, 47885
10, 25, 05:07:37, 18:27:49, 48012
10, 26, 05:06:26, 18:28:46, 48140
10, 27, 05:05:16, 18:29:43, 48267
10, 28, 05:04:08, 18:30:41, 48393
10, 29, 05:03:00, 18:31:39, 48519
10, 30, 05:01:54, 18:32:38, 48644
10, 31, 05:00:49, 18:33:36, 48767
11, 1, 04:59:46, 18:34:35, 48889
11, 2, 04:58:44, 18:35:35, 49011
11, 3, 04:57:43, 18:36:35, 49132
11, 4, 04:56:43, 18:37:35, 49252
11, 5, 04:55:45, 18:38:35, 49370
11, 6, 04:54:48, 18:39:36, 49488
11, 7, 04:53:53, 18:40:37, 49604
11, 8, 04:53:00, 18:41:38, 49718
11, 9, 04:52:08, 18:42:39, 49831
11, 10, 04:51:17, 18:43:41, 49944
11, 11, 04:50:28, 18:44:42, 50054
11, 12, 04:49:41, 18:45:44, 50163
11, 13, 04:48:55, 18:46:46, 50271
11, 14, 04:48:11, 18:47:48, 50377
11, 15, 04:47:29, 18:48:50, 50481
11, 16, 04:46:49, 18:49:52, 50583
11, 17, 04:46:10, 18:50:53, 50683
11, 18, 04:45:33, 18:51:55, 50782
11, 19, 04:44:58, 18:52:57, 50879
11, 20, 04:44:25, 18:53:58, 50973
11, 21, 04:43:53, 18:54:59, 51066
11, 22, 04:43:24, 18:56:00, 51156
11, 23, 04:42:56, 18:57:01, 51245
11, 24, 04:42:31, 18:58:01, 51330
11, 25, 04:42:07, 18:59:01, 51414
11, 26, 04:41:46, 19:00:00, 51494
11, 27, 04:41:26, 19:00:59, 51573
11, 28, 04:41:08, 19:01:57, 51649
11, 29, 04:40:53, 19:02:55, 51722
11, 30, 04:40:39, 19:03:52, 51793
12, 1, 04:40:27, 19:04:48, 51861
12, 2, 04:40:18, 19:05:44, 51926
12, 3, 04:40:10, 19:06:39, 51989
12, 4, 04:40:05, 19:07:33, 52048
12, 5, 04:40:01, 19:08:26, 52105
12, 6, 04:40:00, 19:09:18, 52158
12, 7, 04:40:01, 19:10:09, 52208
12, 8, 04:40:04, 19:10:58, 52254
12, 9, 04:40:08, 19:11:47, 52299
12, 10, 04:40:15, 19:12:35, 52340
12, 11, 04:40:24, 19:13:21, 52377
12, 12, 04:40:35, 19:14:06, 52411
12, 13, 04:40:48, 19:14:50, 52442
12, 14, 04:41:03, 19:15:32, 52469
12, 15, 04:41:20, 19:16:13, 52493
12, 16, 04:41:39, 19:16:53, 52514
12, 17, 04:42:00, 19:17:31, 52531
12, 18, 04:42:22, 19:18:07, 52545
12, 19, 04:42:47, 19:18:42, 52555
12, 20, 04:43:14, 19:19:15, 52561
12, 21, 04:43:42, 19:19:47, 52565
12, 22, 04:44:12, 19:20:16, 52564
12, 23, 04:44:44, 19:20:44, 52560
12, 24, 04:45:17, 19:21:11, 52554
12, 25, 04:45:53, 19:21:35, 52542
12, 26, 04:46:30, 19:21:58, 52528
12, 27, 04:47:08, 19:22:18, 52510
12, 28, 04:47:49, 19:22:37, 52488
12, 29, 04:48:30, 19:22:54, 52464
12, 30, 04:49:13, 19:23:09, 52436
12, 31, 04:49:58, 19:23:22, 52404
